"Journal Name ","Edition","ISSN","Price Group","Volume From","Volume To","Issues Per Volume","Currency","2010 Rate"
"Journal Of Police Crisis Negotiations","WPCNHI","1533-2586","Institutional",10,10,2,"EUR",410
"Journal Of Police Crisis Negotiations","WPCNHI","1533-2586","Institutional",10,10,2,"GBP - UK",316
"Journal Of Police Crisis Negotiations","WPCNHI","1533-2586","Institutional",10,10,2,"USD",416
"Journal Of Police Crisis Negotiations","WPCNI","1533-2594","Institutional",10,10,2,"EUR",389
"Journal Of Police Crisis Negotiations","WPCNI","1533-2594","Institutional",10,10,2,"GBP - UK",300
"Journal Of Police Crisis Negotiations","WPCNI","1533-2594","Institutional",10,10,2,"USD",395
"Journal Of Policy Practice","WJPPHI","1558-8742","Institutional",9,9,4,"EUR",421
"Journal Of Policy Practice","WJPPHI","1558-8742","Institutional",9,9,4,"GBP - UK",324
"Journal Of Policy Practice","WJPPHI","1558-8742","Institutional",9,9,4,"USD",427
"Journal Of Policy Practice","WJPPI","1558-8750","Institutional",9,9,4,"EUR",401
"Journal Of Policy Practice","WJPPI","1558-8750","Institutional",9,9,4,"GBP - UK",307
"Journal Of Policy Practice","WJPPI","1558-8750","Institutional",9,9,4,"USD",406
"Journal of Policy Research in Tourism, Leisure and Events","RPRTHI","1940-7963","Institutional",2,2,3,"EUR",431
"Journal of Policy Research in Tourism, Leisure and Events","RPRTHI","1940-7963","Institutional",2,2,3,"GBP - UK",269
"Journal of Policy Research in Tourism, Leisure and Events","RPRTHI","1940-7963","Institutional",2,2,3,"USD",538
"Journal of Policy Research in Tourism, Leisure and Events","RPRTI","1940-7971","Institutional",2,2,3,"EUR",409
"Journal of Policy Research in Tourism, Leisure and Events","RPRTI","1940-7971","Institutional",2,2,3,"GBP - UK",256
"Journal of Policy Research in Tourism, Leisure and Events","RPRTI","1940-7971","Institutional",2,2,3,"USD",511
"Journal of Political Ideologies","CJPIHI","1356-9317","Institutional",15,15,3,"EUR",384
"Journal of Political Ideologies","CJPIHI","1356-9317","Institutional",15,15,3,"GBP - UK",290
"Journal of Political Ideologies","CJPIHI","1356-9317","Institutional",15,15,3,"USD",482
"Journal of Political Ideologies","CJPII","1469-9613","Institutional",15,15,3,"EUR",364
"Journal of Political Ideologies","CJPII","1469-9613","Institutional",15,15,3,"GBP - UK",275
"Journal of Political Ideologies","CJPII","1469-9613","Institutional",15,15,3,"USD",459
"Journal Of Political Marketing","WPLMHI","1537-7857","Institutional",9,9,4,"EUR",467
"Journal Of Political Marketing","WPLMHI","1537-7857","Institutional",9,9,4,"GBP - UK",359
"Journal Of Political Marketing","WPLMHI","1537-7857","Institutional",9,9,4,"USD",473
"Journal Of Political Marketing","WPLMI","1537-7865","Institutional",9,9,4,"EUR",443
"Journal Of Political Marketing","WPLMI","1537-7865","Institutional",9,9,4,"GBP - UK",342
"Journal Of Political Marketing","WPLMI","1537-7865","Institutional",9,9,4,"USD",449
"Journal of Political Science Education","UPSEHI","1551-2169","Institutional",6,6,4,"EUR",208
"Journal of Political Science Education","UPSEHI","1551-2169","Institutional",6,6,4,"GBP - UK",157
"Journal of Political Science Education","UPSEHI","1551-2169","Institutional",6,6,4,"USD",262
"Journal of Political Science Education","UPSEI","1551-2177","Institutional",6,6,4,"EUR",198
"Journal of Political Science Education","UPSEI","1551-2177","Institutional",6,6,4,"GBP - UK",149
"Journal of Political Science Education","UPSEI","1551-2177","Institutional",6,6,4,"USD",248
"Journal of Postcolonial Writing","RJPWHI","1744-9855","Institutional",46,46,5,"EUR",334
"Journal of Postcolonial Writing","RJPWHI","1744-9855","Institutional",46,46,5,"GBP - UK",255
"Journal of Postcolonial Writing","RJPWHI","1744-9855","Institutional",46,46,5,"USD",419
"Journal of Postcolonial Writing","RJPWI","1744-9863","Institutional",46,46,5,"EUR",318
"Journal of Postcolonial Writing","RJPWI","1744-9863","Institutional",46,46,5,"GBP - UK",243
"Journal of Postcolonial Writing","RJPWI","1744-9863","Institutional",46,46,5,"USD",398
"Journal Of Poverty","WPOVHI","1087-5549","Institutional",14,14,4,"EUR",313
"Journal Of Poverty","WPOVHI","1087-5549","Institutional",14,14,4,"GBP - UK",240
"Journal Of Poverty","WPOVHI","1087-5549","Institutional",14,14,4,"USD",319
"Journal Of Poverty","WPOVI","1540-7608","Institutional",14,14,4,"EUR",297
"Journal Of Poverty","WPOVI","1540-7608","Institutional",14,14,4,"GBP - UK",228
"Journal Of Poverty","WPOVI","1540-7608","Institutional",14,14,4,"USD",303
"Journal of Power","RPOWHI","1754-0291","Institutional",3,3,3,"EUR",312
"Journal of Power","RPOWHI","1754-0291","Institutional",3,3,3,"GBP - UK",200
"Journal of Power","RPOWHI","1754-0291","Institutional",3,3,3,"USD",391
"Journal of Power","RPOWI","1754-0305","Institutional",3,3,3,"EUR",296
"Journal of Power","RPOWI","1754-0305","Institutional",3,3,3,"GBP - UK",189
"Journal of Power","RPOWI","1754-0305","Institutional",3,3,3,"USD",372
"Journal Of Prevention & Intervention In The Community","WPICHI","1085-2352","Institutional",38,38,4,"EUR","1,026.00"
"Journal Of Prevention & Intervention In The Community","WPICHI","1085-2352","Institutional",38,38,4,"GBP - UK",789
"Journal Of Prevention & Intervention In The Community","WPICHI","1085-2352","Institutional",38,38,4,"USD","1,036.00"
"Journal Of Prevention & Intervention In The Community","WPICI","1540-7330","Institutional",38,38,4,"EUR",974
"Journal Of Prevention & Intervention In The Community","WPICI","1540-7330","Institutional",38,38,4,"GBP - UK",749
"Journal Of Prevention & Intervention In The Community","WPICI","1540-7330","Institutional",38,38,4,"USD",984
"Journal Of Progessive Human Services","WPHSHI","1042-8232","Institutional",21,21,2,"EUR",483
"Journal Of Progessive Human Services","WPHSHI","1042-8232","Institutional",21,21,2,"GBP - UK",373
"Journal Of Progessive Human Services","WPHSHI","1042-8232","Institutional",21,21,2,"USD",490
"Journal Of Progessive Human Services","WPHSI","1540-7616","Institutional",21,21,2,"EUR",460
"Journal Of Progessive Human Services","WPHSI","1540-7616","Institutional",21,21,2,"GBP - UK",354
"Journal Of Progessive Human Services","WPHSI","1540-7616","Institutional",21,21,2,"USD",465
"Journal Of Promotion Management","WJPMHI","1049-6491","Institutional",16,16,4,"EUR",405
"Journal Of Promotion Management","WJPMHI","1049-6491","Institutional",16,16,4,"GBP - UK",312
"Journal Of Promotion Management","WJPMHI","1049-6491","Institutional",16,16,4,"USD",410
"Journal Of Promotion Management","WJPMI","1540-7594","Institutional",16,16,4,"EUR",384
"Journal Of Promotion Management","WJPMI","1540-7594","Institutional",16,16,4,"GBP - UK",296
"Journal Of Promotion Management","WJPMI","1540-7594","Institutional",16,16,4,"USD",389
"Journal of Property Research","RJPRHI","0959-9916","Institutional",27,27,4,"EUR",746
"Journal of Property Research","RJPRHI","0959-9916","Institutional",27,27,4,"GBP - UK",564
"Journal of Property Research","RJPRHI","0959-9916","Institutional",27,27,4,"USD",937
"Journal of Property Research","RJPRI","1466-4453","Institutional",27,27,4,"EUR",709
"Journal of Property Research","RJPRI","1466-4453","Institutional",27,27,4,"GBP - UK",536
"Journal of Property Research","RJPRI","1466-4453","Institutional",27,27,4,"USD",890
"Journal Of Psychosocial Oncology","WJPOHI","0734-7332","Institutional",28,28,6,"EUR","1,076.00"
"Journal Of Psychosocial Oncology","WJPOHI","0734-7332","Institutional",28,28,6,"GBP - UK",828
"Journal Of Psychosocial Oncology","WJPOHI","0734-7332","Institutional",28,28,6,"USD","1,082.00"
"Journal Of Psychosocial Oncology","WJPOI","1540-7586","Institutional",28,28,6,"EUR","1,022.00"
"Journal Of Psychosocial Oncology","WJPOI","1540-7586","Institutional",28,28,6,"GBP - UK",786
"Journal Of Psychosocial Oncology","WJPOI","1540-7586","Institutional",28,28,6,"USD","1,028.00"
"Journal Of Public Child Welfare","WPCWHI","1554-8732","Institutional",4,4,4,"EUR",220
"Journal Of Public Child Welfare","WPCWHI","1554-8732","Institutional",4,4,4,"GBP - UK",170
"Journal Of Public Child Welfare","WPCWHI","1554-8732","Institutional",4,4,4,"USD",228
"Journal Of Public Child Welfare","WPCWI","1554-8740","Institutional",4,4,4,"EUR",209
"Journal Of Public Child Welfare","WPCWI","1554-8740","Institutional",4,4,4,"GBP - UK",161
"Journal Of Public Child Welfare","WPCWI","1554-8740","Institutional",4,4,4,"USD",216
"Journal of Public Relations Research","HPRRHI","1062-726X","Institutional",22,22,4,"EUR",566
"Journal of Public Relations Research","HPRRHI","1062-726X","Institutional",22,22,4,"GBP - UK",424
"Journal of Public Relations Research","HPRRHI","1062-726X","Institutional",22,22,4,"USD",711
"Journal of Public Relations Research","HPRRI","1532-754X","Institutional",22,22,4,"EUR",538
"Journal of Public Relations Research","HPRRI","1532-754X","Institutional",22,22,4,"GBP - UK",403
"Journal of Public Relations Research","HPRRI","1532-754X","Institutional",22,22,4,"USD",675
"Journal Of Quality Assurance In Hospitality & Tourism","WQAHHI","1528-008X","Institutional",11,11,4,"EUR",410
"Journal Of Quality Assurance In Hospitality & Tourism","WQAHHI","1528-008X","Institutional",11,11,4,"GBP - UK",316
"Journal Of Quality Assurance In Hospitality & Tourism","WQAHHI","1528-008X","Institutional",11,11,4,"USD",416
"Journal Of Quality Assurance In Hospitality & Tourism","WQAHI","1528-0098","Institutional",11,11,4,"EUR",389
"Journal Of Quality Assurance In Hospitality & Tourism","WQAHI","1528-0098","Institutional",11,11,4,"GBP - UK",300
"Journal Of Quality Assurance In Hospitality & Tourism","WQAHI","1528-0098","Institutional",11,11,4,"USD",395
"Journal of Quantitative Linguistics","NJQLHI","0929-6174","Institutional",17,17,4,"EUR",475
"Journal of Quantitative Linguistics","NJQLHI","0929-6174","Institutional",17,17,4,"GBP - UK",348
"Journal of Quantitative Linguistics","NJQLHI","0929-6174","Institutional",17,17,4,"USD",596
"Journal of Quantitative Linguistics","NJQLI","1744-5035","Institutional",17,17,4,"EUR",451
"Journal of Quantitative Linguistics","NJQLI","1744-5035","Institutional",17,17,4,"GBP - UK",330
"Journal of Quantitative Linguistics","NJQLI","1744-5035","Institutional",17,17,4,"USD",566
"Journal of Radio and Audio Media","HJRSHI","1095-5046","Institutional",17,17,2,"EUR",129
"Journal of Radio and Audio Media","HJRSHI","1095-5046","Institutional",17,17,2,"GBP - UK",96
"Journal of Radio and Audio Media","HJRSHI","1095-5046","Institutional",17,17,2,"USD",162
"Journal of Radio and Audio Media","HJRSI","1550-6843","Institutional",17,17,2,"EUR",123
"Journal of Radio and Audio Media","HJRSI","1550-6843","Institutional",17,17,2,"GBP - UK",91
"Journal of Radio and Audio Media","HJRSI","1550-6843","Institutional",17,17,2,"USD",154
"Journal Of Relationship Marketing","WJRMHI","1533-2667","Institutional",9,9,4,"EUR",512
"Journal Of Relationship Marketing","WJRMHI","1533-2667","Institutional",9,9,4,"GBP - UK",394
"Journal Of Relationship Marketing","WJRMHI","1533-2667","Institutional",9,9,4,"USD",519
"Journal Of Relationship Marketing","WJRMI","1533-2675","Institutional",9,9,4,"EUR",486
"Journal Of Relationship Marketing","WJRMI","1533-2675","Institutional",9,9,4,"GBP - UK",375
"Journal Of Relationship Marketing","WJRMI","1533-2675","Institutional",9,9,4,"USD",493
"Journal Of Religion & Spirituality In Social Work: Social Thought","WRSPHI","1542-6432","Institutional",29,29,4,"EUR",371
"Journal Of Religion & Spirituality In Social Work: Social Thought","WRSPHI","1542-6432","Institutional",29,29,4,"GBP - UK",285
"Journal Of Religion & Spirituality In Social Work: Social Thought","WRSPHI","1542-6432","Institutional",29,29,4,"USD",376
"Journal Of Religion & Spirituality In Social Work: Social Thought","WRSPI","1542-6440","Institutional",29,29,4,"EUR",352
"Journal Of Religion & Spirituality In Social Work: Social Thought","WRSPI","1542-6440","Institutional",29,29,4,"GBP - UK",270
"Journal Of Religion & Spirituality In Social Work: Social Thought","WRSPI","1542-6440","Institutional",29,29,4,"USD",357
"Journal Of Religion, Disability & Health","WRDHHI","1522-8967","Institutional",14,14,4,"EUR",371
"Journal Of Religion, Disability & Health","WRDHHI","1522-8967","Institutional",14,14,4,"GBP - UK",285
"Journal Of Religion, Disability & Health","WRDHHI","1522-8967","Institutional",14,14,4,"USD",376
"Journal Of Religion, Disability & Health","WRDHI","1522-9122","Institutional",14,14,4,"EUR",352
"Journal Of Religion, Disability & Health","WRDHI","1522-9122","Institutional",14,14,4,"GBP - UK",270
"Journal Of Religion, Disability & Health","WRDHI","1522-9122","Institutional",14,14,4,"USD",357
"Journal Of Religion, Spirituality & Aging","WRSAHI","1552-8030","Institutional",22,22,4,"EUR",473
"Journal Of Religion, Spirituality & Aging","WRSAHI","1552-8030","Institutional",22,22,4,"GBP - UK",364
"Journal Of Religion, Spirituality & Aging","WRSAHI","1552-8030","Institutional",22,22,4,"USD",478
"Journal Of Religion, Spirituality & Aging","WRSAI","1552-8049","Institutional",22,22,4,"EUR",449
"Journal Of Religion, Spirituality & Aging","WRSAI","1552-8049","Institutional",22,22,4,"GBP - UK",346
"Journal Of Religion, Spirituality & Aging","WRSAI","1552-8049","Institutional",22,22,4,"USD",454
"Journal Of Religious & Theological Infor","WRTIHI","1047-7845","Institutional",,,,"EUR",177
"Journal Of Religious & Theological Infor","WRTIHI","1047-7845","Institutional",,,,"GBP - UK",122
"Journal Of Religious & Theological Infor","WRTIHI","1047-7845","Institutional",,,,"USD",150
"Journal Of Religious & Theological Infor","WRTII","1528-6924","Institutional",,,,"EUR",167
"Journal Of Religious & Theological Infor","WRTII","1528-6924","Institutional",,,,"GBP - UK",116
"Journal Of Religious & Theological Infor","WRTII","1528-6924","Institutional",,,,"USD",142
"Journal of Reproductive and Infant Psychology","CJRIHI","0264-6838","Institutional",28,28,4,"EUR",616
"Journal of Reproductive and Infant Psychology","CJRIHI","0264-6838","Institutional",28,28,4,"GBP - UK",465
"Journal of Reproductive and Infant Psychology","CJRIHI","0264-6838","Institutional",28,28,4,"USD",773
"Journal of Reproductive and Infant Psychology","CJRII","1469-672X","Institutional",28,28,4,"EUR",585
"Journal of Reproductive and Infant Psychology","CJRII","1469-672X","Institutional",28,28,4,"GBP - UK",442
"Journal of Reproductive and Infant Psychology","CJRII","1469-672X","Institutional",28,28,4,"USD",735
"Journal of Research in Childhood Education","UJRCHI","0256-8543","Institutional",24,24,4,"USD",160
"Journal of Research in Childhood Education","UJRCHI","0256-8543","Institutional",24,24,4,"GBP - UK",97
"Journal of Research in Childhood Education","UJRCHI","0256-8543","Institutional",24,24,4,"EUR",128
"Journal of Research in Childhood Education Online","UJRCI","2150-2641","Institutional",24,24,4,"USD",152
"Journal of Research in Childhood Education Online","UJRCI","2150-2641","Institutional",24,24,4,"GBP - UK",92
"Journal of Research in Childhood Education Online","UJRCI","2150-2641","Institutional",24,24,4,"EUR",122
"Journal of Research on Christian Education","URCEHI","1065-6219","Institutional",19,19,3,"EUR",173
"Journal of Research on Christian Education","URCEHI","1065-6219","Institutional",19,19,3,"GBP - UK",130
"Journal of Research on Christian Education","URCEHI","1065-6219","Institutional",19,19,3,"USD",216
"Journal of Research on Christian Education","URCEI","1934-4945","Institutional",19,19,3,"EUR",165
"Journal of Research on Christian Education","URCEI","1934-4945","Institutional",19,19,3,"GBP - UK",124
"Journal of Research on Christian Education","URCEI","1934-4945","Institutional",19,19,3,"USD",206
"Journal of Research on Educational Effectiveness","UREEI","1934-5739","Institutional",3,3,4,"EUR",229
"Journal of Research on Educational Effectiveness","UREEI","1934-5739","Institutional",3,3,4,"GBP - UK",174
"Journal of Research on Educational Effectiveness","UREEI","1934-5739","Institutional",3,3,4,"USD",288
"Journal of Research on Educational Effectiveness","UREEHI","1934-5747","Institutional",3,3,4,"EUR",241
"Journal of Research on Educational Effectiveness","UREEHI","1934-5747","Institutional",3,3,4,"GBP - UK",183
"Journal of Research on Educational Effectiveness","UREEHI","1934-5747","Institutional",3,3,4,"USD",303
"Journal of Risk Research","RJRRHI","1366-9877","Institutional",13,13,8,"EUR","1,328.00"
"Journal of Risk Research","RJRRHI","1366-9877","Institutional",13,13,8,"GBP - UK","1,004.00"
"Journal of Risk Research","RJRRHI","1366-9877","Institutional",13,13,8,"USD","1,667.00"
"Journal of Risk Research","RJRRI","1466-4461","Institutional",13,13,8,"EUR","1,262.00"
"Journal of Risk Research","RJRRI","1466-4461","Institutional",13,13,8,"GBP - UK",954
"Journal of Risk Research","RJRRI","1466-4461","Institutional",13,13,8,"USD","1,584.00"
"Journal of Scandinavian Studies in Criminology and Crime Prevention","SCRIHI","1404-3858","Institutional",11,11,2,"EUR",142
"Journal of Scandinavian Studies in Criminology and Crime Prevention","SCRIHI","1404-3858","Institutional",11,11,2,"GBP - UK",107
"Journal of Scandinavian Studies in Criminology and Crime Prevention","SCRIHI","1404-3858","Institutional",11,11,2,"USD",177
"Journal of Scandinavian Studies in Criminology and Crime Prevention","SCRII","1651-2340","Institutional",11,11,2,"EUR",135
"Journal of Scandinavian Studies in Criminology and Crime Prevention","SCRII","1651-2340","Institutional",11,11,2,"GBP - UK",101
"Journal of Scandinavian Studies in Criminology and Crime Prevention","SCRII","1651-2340","Institutional",11,11,2,"USD",168
"Journal Of School Choice","WJSCHI","1558-2159","Institutional",4,4,4,"EUR",496
"Journal Of School Choice","WJSCHI","1558-2159","Institutional",4,4,4,"GBP - UK",382
"Journal Of School Choice","WJSCHI","1558-2159","Institutional",4,4,4,"USD",501
"Journal Of School Choice","WJSCI","1558-2167","Institutional",4,4,4,"EUR",471
"Journal Of School Choice","WJSCI","1558-2167","Institutional",4,4,4,"GBP - UK",363
"Journal Of School Choice","WJSCI","1558-2167","Institutional",4,4,4,"USD",476
"Journal Of School Violence","WJSVHI","1538-8220","Institutional",9,9,4,"EUR",376
"Journal Of School Violence","WJSVHI","1538-8220","Institutional",9,9,4,"GBP - UK",289
"Journal Of School Violence","WJSVHI","1538-8220","Institutional",9,9,4,"USD",382
"Journal Of School Violence","WJSVI","1538-8239","Institutional",9,9,4,"EUR",357
"Journal Of School Violence","WJSVI","1538-8239","Institutional",9,9,4,"GBP - UK",274
"Journal Of School Violence","WJSVI","1538-8239","Institutional",9,9,4,"USD",363
"Journal of Sex & Marital Therapy","USMTHI","0092-623X","Institutional",36,36,5,"EUR",318
"Journal of Sex & Marital Therapy","USMTHI","0092-623X","Institutional",36,36,5,"GBP - UK",239
"Journal of Sex & Marital Therapy","USMTHI","0092-623X","Institutional",36,36,5,"USD",401
"Journal of Sex & Marital Therapy","USMTI","1521-0715","Institutional",36,36,5,"EUR",302
"Journal of Sex & Marital Therapy","USMTI","1521-0715","Institutional",36,36,5,"GBP - UK",227
"Journal of Sex & Marital Therapy","USMTI","1521-0715","Institutional",36,36,5,"USD",381
"Journal of Sex Research","HJSRHI","0022-4499","Institutional",47,47,6,"EUR",357
"Journal of Sex Research","HJSRHI","0022-4499","Institutional",47,47,6,"GBP - UK",269
"Journal of Sex Research","HJSRHI","0022-4499","Institutional",47,47,6,"USD",447
"Journal of Sex Research","HJSRI","1559-8519","Institutional",47,47,6,"EUR",339
"Journal of Sex Research","HJSRI","1559-8519","Institutional",47,47,6,"GBP - UK",256
"Journal of Sex Research","HJSRI","1559-8519","Institutional",47,47,6,"USD",424
"Journal of Sexual Aggression","TJSAHI","1355-2600","Institutional",16,16,3,"EUR",384
"Journal of Sexual Aggression","TJSAHI","1355-2600","Institutional",16,16,3,"GBP - UK",321
"Journal of Sexual Aggression","TJSAHI","1355-2600","Institutional",16,16,3,"USD",482
"Journal of Sexual Aggression","TJSAI","1742-6545","Institutional",16,16,3,"EUR",364
"Journal of Sexual Aggression","TJSAI","1742-6545","Institutional",16,16,3,"GBP - UK",305
"Journal of Sexual Aggression","TJSAI","1742-6545","Institutional",16,16,3,"USD",459
"Journal of Social Entrepreneurship","RJSEHI","1942-0676","Institutional",1,1,0,"EUR",270
"Journal of Social Entrepreneurship","RJSEHI","1942-0676","Institutional",1,1,0,"GBP - UK",172
"Journal of Social Entrepreneurship","RJSEHI","1942-0676","Institutional",1,1,0,"USD",284
"Journal of Social Entrepreneurship Onlin","RJSEI","1942-0684","Institutional",1,1,0,"EUR",227
"Journal of Social Entrepreneurship Onlin","RJSEI","1942-0684","Institutional",1,1,0,"GBP - UK",163
"Journal of Social Entrepreneurship Onlin","RJSEI","1942-0684","Institutional",1,1,0,"USD",216
"Journal Of Social Service Research","WSSRHI","0148-8376","Institutional",36,36,5,"EUR",821
"Journal Of Social Service Research","WSSRHI","0148-8376","Institutional",36,36,5,"GBP - UK",631
"Journal Of Social Service Research","WSSRHI","0148-8376","Institutional",36,36,5,"USD",825
"Journal Of Social Service Research","WSSRI","1540-7314","Institutional",36,36,5,"EUR",779
"Journal Of Social Service Research","WSSRI","1540-7314","Institutional",36,36,5,"GBP - UK",600
"Journal Of Social Service Research","WSSRI","1540-7314","Institutional",36,36,5,"USD",784
"Journal of Social Welfare and Family Law","RJSFHI","0964-9069","Institutional",32,32,4,"EUR",501
"Journal of Social Welfare and Family Law","RJSFHI","0964-9069","Institutional",32,32,4,"GBP - UK",380
"Journal of Social Welfare and Family Law","RJSFHI","0964-9069","Institutional",32,32,4,"USD",629
"Journal of Social Welfare and Family Law","RJSFI","1469-9621","Institutional",32,32,4,"EUR",476
"Journal of Social Welfare and Family Law","RJSFI","1469-9621","Institutional",32,32,4,"GBP - UK",361
"Journal of Social Welfare and Family Law","RJSFI","1469-9621","Institutional",32,32,4,"USD",598
"Journal Of Social Work In Disability & Rehabilitation","WSWDHI","1536-710X","Institutional",9,9,4,"EUR",473
"Journal Of Social Work In Disability & Rehabilitation","WSWDHI","1536-710X","Institutional",9,9,4,"GBP - UK",364
"Journal Of Social Work In Disability & Rehabilitation","WSWDHI","1536-710X","Institutional",9,9,4,"USD",478
"Journal Of Social Work In Disability & Rehabilitation","WSWDI","1536-7118","Institutional",9,9,4,"EUR",449
"Journal Of Social Work In Disability & Rehabilitation","WSWDI","1536-7118","Institutional",9,9,4,"GBP - UK",346
"Journal Of Social Work In Disability & Rehabilitation","WSWDI","1536-7118","Institutional",9,9,4,"USD",454
"Journal of Social Work Practice","CJSWHI","0265-0533","Institutional",24,24,4,"EUR",831
"Journal of Social Work Practice","CJSWHI","0265-0533","Institutional",24,24,4,"GBP - UK",626
"Journal of Social Work Practice","CJSWHI","0265-0533","Institutional",24,24,4,"USD","1,039.00"
"Journal of Social Work Practice","CJSWI","1465-3885","Institutional",24,24,4,"EUR",790
"Journal of Social Work Practice","CJSWI","1465-3885","Institutional",24,24,4,"GBP - UK",595
"Journal of Social Work Practice","CJSWI","1465-3885","Institutional",24,24,4,"USD",987
"Journal Of Social Work Practice In The Addictions","WSWPHI","1533-256X","Institutional",10,10,4,"EUR",318
"Journal Of Social Work Practice In The Addictions","WSWPHI","1533-256X","Institutional",10,10,4,"GBP - UK",245
"Journal Of Social Work Practice In The Addictions","WSWPHI","1533-256X","Institutional",10,10,4,"USD",325
"Journal Of Social Work Practice In The Addictions","WSWPI","1533-2578","Institutional",10,10,4,"EUR",302
"Journal Of Social Work Practice In The Addictions","WSWPI","1533-2578","Institutional",10,10,4,"GBP - UK",233
"Journal Of Social Work Practice In The Addictions","WSWPI","1533-2578","Institutional",10,10,4,"USD",308
"Journal of Southeast European and Black Sea Studies","FBSSHI","1468-3857","Institutional",10,10,4,"EUR",441
"Journal of Southeast European and Black Sea Studies","FBSSHI","1468-3857","Institutional",10,10,4,"GBP - UK",334
"Journal of Southeast European and Black Sea Studies","FBSSHI","1468-3857","Institutional",10,10,4,"USD",555
"Journal of Southeast European and Black Sea Studies","FBSSI","1743-9639","Institutional",10,10,4,"EUR",419
"Journal of Southeast European and Black Sea Studies","FBSSI","1743-9639","Institutional",10,10,4,"GBP - UK",317
"Journal of Southeast European and Black Sea Studies","FBSSI","1743-9639","Institutional",10,10,4,"USD",527
"Journal of Southern African Studies","CJSSHI","0305-7070","Institutional",36,36,4,"EUR",605
"Journal of Southern African Studies","CJSSHI","0305-7070","Institutional",36,36,4,"GBP - UK",425
"Journal of Southern African Studies","CJSSHI","0305-7070","Institutional",36,36,4,"USD",761
"Journal of Southern African Studies","CJSSI","1465-3893","Institutional",36,36,4,"EUR",575
"Journal of Southern African Studies","CJSSI","1465-3893","Institutional",36,36,4,"GBP - UK",404
"Journal of Southern African Studies","CJSSI","1465-3893","Institutional",36,36,4,"USD",722
"Journal of Spanish Cultural Studies","CJSCHI","1463-6204","Institutional",11,11,4,"EUR",510
"Journal of Spanish Cultural Studies","CJSCHI","1463-6204","Institutional",11,11,4,"GBP - UK",386
"Journal of Spanish Cultural Studies","CJSCHI","1463-6204","Institutional",11,11,4,"USD",641
"Journal of Spanish Cultural Studies","CJSCI","1469-9818","Institutional",11,11,4,"EUR",484
"Journal of Spanish Cultural Studies","CJSCI","1469-9818","Institutional",11,11,4,"GBP - UK",366
"Journal of Spanish Cultural Studies","CJSCI","1469-9818","Institutional",11,11,4,"USD",609
"Journal Of Spirituality In Mental Health","WSPIHI","1934-9637","Institutional",12,12,4,"EUR",237
"Journal Of Spirituality In Mental Health","WSPIHI","1934-9637","Institutional",12,12,4,"GBP - UK",183
"Journal Of Spirituality In Mental Health","WSPIHI","1934-9637","Institutional",12,12,4,"USD",245
"Journal Of Spirituality In Mental Health","WSPII","1934-9645","Institutional",12,12,4,"EUR",201
"Journal Of Spirituality In Mental Health","WSPII","1934-9645","Institutional",12,12,4,"GBP - UK",154
"Journal Of Spirituality In Mental Health","WSPII","1934-9645","Institutional",12,12,4,"USD",200
"Journal of Sport & Tourism","RJTOI","1029-5399","Institutional",15,15,4,"EUR",311
"Journal of Sport & Tourism","RJTOI","1029-5399","Institutional",15,15,4,"GBP - UK",233
"Journal of Sport & Tourism","RJTOI","1029-5399","Institutional",15,15,4,"USD",390
"Journal of Sport & Tourism","RJTOHI","1477-5085","Institutional",15,15,4,"EUR",327
"Journal of Sport & Tourism","RJTOHI","1477-5085","Institutional",15,15,4,"GBP - UK",245
"Journal of Sport & Tourism","RJTOHI","1477-5085","Institutional",15,15,4,"USD",411
"Journal of Sports Sciences","RJSPHI","0264-0414","Institutional",28,28,14,"EUR","2,498.00"
"Journal of Sports Sciences","RJSPHI","0264-0414","Institutional",28,28,14,"GBP - UK","1,941.00"
"Journal of Sports Sciences","RJSPHI","0264-0414","Institutional",28,28,14,"USD","3,137.00"
"Journal of Sports Sciences","RJSPI","1466-447X","Institutional",28,28,14,"EUR","2,373.00"
"Journal of Sports Sciences","RJSPI","1466-447X","Institutional",28,28,14,"GBP - UK","1,844.00"
"Journal of Sports Sciences","RJSPI","1466-447X","Institutional",28,28,14,"USD","2,980.00"
"Journal of Statistical Computation and Simulation","GSCSHI","0094-9655","Institutional",80,80,12,"EUR","5,434.00"
"Journal of Statistical Computation and Simulation","GSCSHI","0094-9655","Institutional",80,80,12,"GBP - UK","4,636.00"
"Journal of Statistical Computation and Simulation","GSCSHI","0094-9655","Institutional",80,80,12,"USD","6,824.00"
"Journal of Statistical Computation and Simulation","GSCSI","1563-5163","Institutional",80,80,12,"EUR","5,162.00"
"Journal of Statistical Computation and Simulation","GSCSI","1563-5163","Institutional",80,80,12,"GBP - UK","4,404.00"
"Journal of Statistical Computation and Simulation","GSCSI","1563-5163","Institutional",80,80,12,"USD","6,483.00"
"Journal of Strategic Marketing","RJSMHI","0965-254X","Institutional",18,18,7,"EUR","1,322.00"
"Journal of Strategic Marketing","RJSMHI","0965-254X","Institutional",18,18,7,"GBP - UK",999
"Journal of Strategic Marketing","RJSMHI","0965-254X","Institutional",18,18,7,"USD","1,652.00"
"Journal of Strategic Marketing","RJSMI","1466-4488","Institutional",18,18,7,"EUR","1,255.00"
"Journal of Strategic Marketing","RJSMI","1466-4488","Institutional",18,18,7,"GBP - UK",949
"Journal of Strategic Marketing","RJSMI","1466-4488","Institutional",18,18,7,"USD","1,569.00"
